"Guid","Community_Product_Image_URL__c","CurrencyIsoCode","Description","DisplayUrl","ExternalId","Family","IsActive","IsServer__c","Length__c","Name","ProductCode","Product_Image_Height__c","Product_Image_Width__c","Product_Line__c","Product_Picture_ID_URL__c","Product_Solution__c","Product_Type__c","QuantityUnitOfMeasure","SBQQ__AllocatePotOnOrders__c","SBQQ__AssetAmendmentBehavior__c","SBQQ__AssetConversion__c","SBQQ__BatchQuantity__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__BlockPricingField__c","SBQQ__ChargeType__c","SBQQ__Component__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationEvent__c","SBQQ__ConfigurationFieldSet__c","SBQQ__ConfigurationFields__c","SBQQ__ConfigurationFormTitle__c","SBQQ__ConfigurationType__c","SBQQ__ConfigurationValidator__c","SBQQ__ConfiguredCodePattern__c","SBQQ__ConfiguredDescriptionPattern__c","SBQQ__CostEditable__c","SBQQ__CostSchedule__c","SBQQ__CustomConfigurationPage__c","SBQQ__CustomConfigurationRequired__c","SBQQ__CustomerCommunityAvailability__c","SBQQ__DefaultPricingTable__c","SBQQ__DefaultQuantity__c","SBQQ__DescriptionLocked__c","SBQQ__DiscountCategory__c","SBQQ__DiscountSchedule__c","SBQQ__DynamicPricingConstraint__c","SBQQ__EnableLargeConfiguration__c","SBQQ__ExcludeFromMaintenance__c","SBQQ__ExcludeFromOpportunity__c","SBQQ__ExternallyConfigurable__c","SBQQ__GenerateContractedPrice__c","SBQQ__HasConfigurationAttributes__c","SBQQ__HasConsumptionSchedule__c","SBQQ__Hidden__c","SBQQ__HidePriceInSearchResults__c","SBQQ__IncludeInMaintenance__c","SBQQ__NewQuoteGroup__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__OptionLayout__c","SBQQ__OptionSelectionMethod__c","SBQQ__Optional__c","SBQQ__PriceEditable__c","SBQQ__PricingGuidance__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__ProductPictureID__c","SBQQ__QuantityEditable__c","SBQQ__QuantityScale__c","SBQQ__ReconfigurationDisabled__c","SBQQ__RenewalProduct__c","SBQQ__SortOrder__c","SBQQ__Specifications__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionConversion__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionTarget__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__TaxCode__c","SBQQ__Taxable__c","SBQQ__TermDiscountLevel__c","SBQQ__TermDiscountSchedule__c","SBQQ__UpgradeCredit__c","SBQQ__UpgradeRatio__c","SBQQ__UpgradeSource__c","SBQQ__UpgradeTarget__c","Service_Type__c","Standard_Pricebook_Price__c","StockKeepingUnit","U_s_Occupied__c"
3a6afffe-f854-4420-9119-fe30f0744c2f,"#N/A",USD,Windows Server 2012 R2 brings our experience delivering global-scale cloud services into your infrastructure,"#N/A","#N/A",Software,true,false,"#N/A",Windows Server R2 2012,WIN S2012,60.0,60.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p9&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Software,"#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",666.49,"#N/A","#N/A"
3e67bd96-46ee-4ca7-83fa-3ff840daf9a3,"#N/A",USD,"Application Data Monitor detects fraud, data loss, and advanced threats by monitoring all the way to the application layer.","#N/A","#N/A",Software,true,false,"#N/A",Application Data Monitor,SIEM-002,50.0,150.0,Client Security,0153h000001A8rq,SIEM,Usage,"#N/A",false,Default,One per quote line,"#N/A",Annual,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Risk Assessment,100.0,"#N/A","#N/A"
3f21219b-4afc-4e13-8443-c1a0011bebc2,"#N/A",USD,"Rack PDU 15A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","#N/A","#N/A",Hardware,true,false,"#N/A","Rack PDU 15A, 120V L5-20",PDU-2024,75.0,75.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1790.0,"#N/A","#N/A"
407fc8ba-5e66-41bb-9c0d-edf341b9f382,"#N/A",USD,"24 Hour Support SLA. Online support forums, community help documentation. Email and Online Support Tickets.","#N/A","#N/A",Services,true,false,"#N/A",Silver Support,SPT-001,50.0,150.0,Support Hours,0153h000001A8s6,Atomic Support,Support Hours,"#N/A",false,Default,"#N/A","#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",false,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3000.0,"#N/A","#N/A"
4116e93e-3e7b-436b-8e0c-4dc86d4ccaea,"#N/A",USD,Full control over User Experience for SSO Suite.,"#N/A","#N/A",Software,true,false,"#N/A",Customizable User Experience,S-SSO-UX,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oh&oid=00D41000000emZ2&lastMod=1478804178000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A",Annual,Advance,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",8000.0,"#N/A","#N/A"
416137f3-cc45-4545-8082-b6e8d357c86e,"#N/A",USD,"Vulnerability Manager for Databases automatically discovers databases on your network, determines if the latest patches have been applied, and tests for common weaknesses.","#N/A","#N/A",Software,true,false,"#N/A",Vulnerability Manager for Databases,DBS-002,100.0,100.0,Data Protection,0153h000001A8rR,Database Security,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",15000.0,"#N/A","#N/A"
428f565d-f194-4e76-99e0-8e9a50823f0d,"#N/A",USD,"Rack PDU 30A, 120V L5-20 input 5-20 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","#N/A","#N/A",Hardware,true,false,"#N/A","Rack PDU 30A, 120V L5-20",PDU-2023,75.0,75.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2899.0,"#N/A","#N/A"
460a744e-9ee2-41a8-839e-614c3cf29bc4,"#N/A",USD,Rack PDU 16A 230V C20 input C13 output - Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.,"#N/A","#N/A",Hardware,true,false,"#N/A","Rack PDU 16A, 230V, C13 output",PDU-2027,75.0,75.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,false,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1855.0,"#N/A","#N/A"
467a50b1-84a4-4d99-8eab-3be5f3ff6b18,"#N/A",USD,Online Admin Training for the Single Sign On Suite,"#N/A","#N/A",Services,true,false,"#N/A",SSO Admin Training,S-SSO-ADTR,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p4&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",550.0,"#N/A","#N/A"
482e60d1-bc17-4dee-a60a-8ddd59830b1d,"#N/A",USD,Advanced Threat Defense enhances protection from network edge to endpoint and enables investigation.,"#N/A","#N/A",Software,true,false,"#N/A",Advanced Threat Defense,NS-001,100.0,100.0,Threat Intelligence,0153h000001A8rR,Network Security,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Risk Assessment,199.0,"#N/A","#N/A"
4cdc7bba-61db-4016-b72d-d9614d2f0cca,"#N/A",USD,"Module that enables the export of your Single Sign On data to Access, Excel, and JDBC Databases.","#N/A","#N/A",Software,true,false,"#N/A",Report Exporting Tools,S-SSO-REPX,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p1&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A",Annual,Advance,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",7000.0,"#N/A","#N/A"
4e1d00ac-6bc1-43b3-bc64-e901584c3952,"#N/A",USD,"Upgrade, Bug Fixes, and Patched for Perpetual Licenses.
Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing","#N/A","#N/A",Services,true,false,"#N/A",Software Maintenance,SUPP-2000,60.0,60.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pK&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A",Annual,Advance,Quantity,Recurring,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",Net,Software,"#N/A",20.0,Percent Of Total,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1800.0,"#N/A","#N/A"
4fb1c6f8-3819-4003-a5ac-c13ed2357645,"#N/A",USD,Consulting implementation package managed by in-house professional services. Rate is a blended rate with both time and materials.,"#N/A","#N/A",Services,true,false,"#N/A",Professional Services Hours (Blended Rate),SV-PSH,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pS&oid=00D41000000emZ2&lastMod=1478804180000,"#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",225.0,"#N/A","#N/A"
5095cc90-e9e0-41b0-a52c-7e5923ec9cae,"#N/A",USD,No Operating System,"#N/A","#N/A",None,true,false,"#N/A",No Operating System,CONFIG NOSW,60.0,60.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ou&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,true,false,true,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Software,"#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A"
532ff7f1-22ff-4d2f-90df-3fe6aec006ef,"#N/A",USD,"Endpoint Threat Protection delivers integrated anti-malware, firewall, web, email, and device control in a single solution. This includes both threat and response solutions.","#N/A","#N/A",Software,true,false,"#N/A",Endpoint Threat Protection,EP-008,50.0,150.0,Client Security,0153h000001A8s5,Endpoint Protection,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",125.0,"#N/A","#N/A"
555ce445-c80d-4118-ac6a-8cc0e7a58f40,"#N/A",USD,"System maintenance, administration, and configuration performed by a certified technician. 15% of hardware.","#N/A","#N/A",Services,true,false,"#N/A",Silver Hardware Maintenance,SUPP-1000,100.0,100.0,"#N/A","#N/A","#N/A","#N/A","#N/A",false,Default,One per quote line,"#N/A",Annual,Advance,Quantity,Recurring,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A",Standard,1.0,false,"#N/A","#N/A","#N/A",false,true,false,false,Do Not Generate,false,false,false,false,false,false,true,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",Net,Hardware,"#N/A",15.0,Percent Of Total,"#N/A",12.0,Renewable,"#N/A",false,Line,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2400.0,"#N/A","#N/A"
55947eee-6bbf-45e5-a7b9-04c9d9cf4591,"#N/A",USD,"Enterprise Security Manager is a security information and event management (SIEM) solution that delivers actionable intelligence and integrations to prioritize, investigate, and respond to threats.","#N/A","#N/A",Software,true,false,"#N/A",Enterprise Security Manager,SIEM-005,50.0,150.0,Threat Intelligence,0153h000001A8rt,SIEM,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,"#N/A","#N/A"
594ff283-25c3-4fe4-94ac-da3214c5ff14,"#N/A",USD,"Virtual Network Security Platform delivers a complete network security solution ready for the unique demands of private, public, and hybrid clouds.","#N/A","#N/A",Software,true,false,"#N/A",Virtual Network Security Platform,NS-003,100.0,100.0,Threat Intelligence,0153h000001A8rR,Network Security,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,Arrears,Quantity,Recurring,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A",Fixed Price,"#N/A",1.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",500.0,"#N/A","#N/A"
5aa57bb4-3783-411e-87cb-22c303592512,"#N/A",USD,"Intel E5-2690 v4 2.6GHz,35M Cache,9.60GT/s 14C/28T (135W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","#N/A","#N/A",Hardware,true,false,"#N/A",Intel E5-2690 v4 2.6GHz,INTEL E5-2690,60.0,60.0,"#N/A",https://www.intel.com/content/dam/www/global/badges/badge-xeon-vert.png,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,Do Not Generate,false,false,false,false,false,false,false,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5bb944f1-cbc5-49b7-a759-55ab95d1e222,"#N/A",USD,"Rack PDU Metered 30A, 120V L5-20 input 5-20 output - Metered Rack Power Distribution Units (PDUs) provide active metering to enable energy optimization and circuit protection.","#N/A","#N/A",Hardware,true,false,"#N/A","Rack PDU Metered 30A, 120V L5-20",MPDU-3005,75.0,75.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&oid=00D41000000emZ2&lastMod=1478804179000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A"
5bff035a-8034-4fbe-894c-29779f9619c1,"#N/A",USD,"Support and protect your IT equipment with rack enclosures designed for flexible deployments, usability and infrastructure scalability.","#N/A","#N/A",Hardware,true,false,"#N/A",Maxspace Rack Enclosure,MAXS-1014,100.0,100.0,"#N/A",https://image.ibb.co/bOCurL/Rack-Enclosure.png,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,false,"#N/A",Always,"#N/A","#N/A","#N/A",Required,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,true,true,false,false,false,Tabs,Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,Hardware,"#N/A","#N/A","#N/A","#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Consolidate IT assets,2412.0,"#N/A","#N/A"
5c787b6a-2e1a-4695-9b42-8a6838d71f36,"#N/A",USD,Quality Assurance Engineers test and support the activities prior to a successful Go-Live launch.,"#N/A","#N/A",Services,true,false,"#N/A",Quality Assurance Engineer,SV-QAE,50.0,150.0,Professional Services,0153h000001A8rj,"#N/A",Professional Service,"#N/A",false,Default,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A"
5e6498ee-3bd0-41d7-b336-3031a647f55b,"#N/A",USD,Network Penetration Tests combines traditional endpoint software protection with consumption based cloud machine learning and artificial intelligence analyzing real-time network data.,"#N/A","#N/A",Software,true,false,"#N/A",Network Penetration Tests,SM-005,50.0,150.0,Threat Intelligence,0153h000001A8rW,Security Management,SaaS,"#N/A",false,Default,One per quote line,"#N/A",Monthly,"#N/A",Quantity,Usage,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A",e199aa9d-42c5-4e9b-9ce8-17dff410c5a5,"#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,true,false,"#N/A",Click,false,false,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Fixed Price,"#N/A",12.0,Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1.0,"#N/A","#N/A"
5ea35f6a-6c24-4d75-bca5-2c7120780789,"#N/A",USD,Installation and Assembly of a Maxspace Rack by a Infinity Solution Certified techniction,"#N/A","#N/A",Services,true,false,"#N/A",Installation and Assembly,INST-1000,100.0,100.0,"#N/A",https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pN&oid=00D41000000emZ2&lastMod=1478804180000,"#N/A","#N/A","#N/A",false,Allow Refund,One per quote line,"#N/A","#N/A","#N/A",Quantity,One-Time,true,"#N/A","#N/A","#N/A","#N/A","#N/A",Disabled,"#N/A","#N/A","#N/A",false,"#N/A","#N/A",false,"#N/A","#N/A",1.0,false,"#N/A","#N/A","#N/A",false,false,false,false,"#N/A",false,false,false,false,false,false,false,false,Tabs,Click,false,true,"#N/A",false,List,"#N/A",true,"#N/A",false,"#N/A","#N/A","#N/A",List,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",679.0,"#N/A","#N/A"
